-17.99,-38.28,14.930
-18.18,-38.09,15.387
-18.38,-38.28,15.539
-17.04,-37.70,15.082
-17.42,-37.30,15.387
-17.80,-37.70,15.387
-19.52,-39.06,15.539
-18.18,-38.87,15.082
-18.18,-38.48,14.473
-17.61,-37.50,14.930
-18.57,-36.91,14.473
-18.18,-38.48,15.691
-19.71,-39.26,14.777
-17.61,-38.67,14.930
-18.38,-37.50,15.844
-17.61,-37.89,15.234
-17.42,-37.30,15.387
-18.38,-38.28,15.539
-18.38,-37.89,14.625
-18.38,-37.89,16.453
-18.76,-37.50,15.844
-18.18,-38.48,15.691
-17.99,-37.50,15.234
-17.99,-35.94,17.063
-19.33,-37.70,15.082
-15.89,-38.48,14.473
-18.38,-36.33,15.234
-16.46,-38.28,15.844
-17.61,-37.50,15.234
-18.76,-37.89,14.320
-18.76,-38.67,15.844
-17.80,-37.70,15.996
-18.76,-38.28,15.844
-19.14,-37.50,15.234
-18.18,-38.87,14.777
-18.76,-35.94,15.539
-17.99,-37.50,15.234
-17.80,-39.26,15.082
-17.42,-38.87,15.996
-18.18,-36.91,14.777
-18.57,-36.91,16.301
-18.38,-36.72,15.539
-17.23,-37.89,17.063
-16.65,-38.09,15.387
-17.04,-38.09,15.082
-17.99,-38.28,16.148
-18.38,-37.50,16.453
-18.76,-37.11,15.234
-18.18,-38.09,14.777
-17.99,-39.45,16.758
-18.76,-36.72,15.844
-18.95,-37.70,15.691
-17.80,-37.70,15.691
-18.76,-37.11,15.844
-17.61,-39.45,15.844
-17.23,-36.72,15.234
-18.38,-38.67,15.844
-17.61,-37.50,15.234
-17.99,-37.89,14.930
-18.76,-38.67,16.453
-17.99,-37.11,16.758
-18.76,-38.28,15.539
-17.42,-38.48,15.082
-17.04,-38.09,15.082
-17.61,-37.89,14.930
-18.38,-38.28,15.844
-18.38,-38.67,15.539
-19.71,-38.87,15.387
-17.99,-37.50,15.234
-18.57,-36.13,15.996
-19.71,-38.09,17.215
-18.76,-38.28,15.539
-17.04,-37.70,16.301
-19.14,-38.28,15.844
-18.18,-38.87,16.301
-17.99,-37.11,15.234
-17.99,-37.11,15.234
-17.61,-39.06,15.539
-18.18,-36.91,14.473
-18.76,-36.33,14.930
-15.89,-37.70,15.387
-18.38,-37.50,15.539
-17.23,-38.28,15.539
-18.38,-37.89,15.844
-17.61,-38.67,14.930
-18.38,-37.50,13.711
-18.57,-36.91,15.387
-18.95,-38.48,15.691
-18.76,-38.28,15.539
-18.38,-37.89,15.234
-18.76,-38.28,16.148
-18.57,-37.30,15.082
-18.38,-39.06,16.148
-18.38,-37.89,14.930
-18.57,-37.70,16.605
-17.42,-38.87,15.387
-17.04,-36.91,15.387
-17.23,-38.28,15.539
-17.99,-38.28,14.625
-18.18,-37.70,15.387
-19.14,-37.50,14.930
-19.91,-37.50,16.453
-18.18,-38.09,15.996
-17.99,-39.06,15.234
-16.84,-38.28,15.539
-17.99,-38.67,15.844
-17.42,-37.70,15.082
-17.99,-37.50,14.625
-18.38,-37.50,15.539
-19.52,-38.67,15.539
-18.76,-38.67,15.234
-18.18,-37.70,15.691
-18.95,-38.87,15.996
-17.99,-37.89,16.148
-17.42,-36.91,15.082
-17.80,-37.30,15.387
-17.80,-36.91,15.691
-17.80,-38.87,14.777
-19.33,-38.48,16.605
-18.95,-38.09,14.777
-17.99,-39.06,15.234
-18.95,-38.48,14.168
-17.99,-38.28,16.148
-17.04,-38.48,15.387
-18.57,-37.30,15.082
-18.18,-38.09,14.168
-20.48,-38.48,15.387
-18.57,-37.30,14.777
-20.10,-36.91,15.996
-18.76,-38.28,14.320
-16.46,-38.67,15.539
-18.38,-37.11,16.758
-16.65,-38.87,15.082
-17.99,-39.84,15.234
-17.42,-37.70,15.387
-17.42,-38.87,14.777
-18.38,-37.11,16.148
-17.99,-37.11,14.930
-17.99,-37.89,13.711
-17.61,-37.89,15.234
-17.61,-36.72,15.234
-16.27,-36.91,15.082
-17.80,-36.91,15.387
-17.99,-37.11,15.539
-18.76,-36.72,14.625
-17.61,-37.89,15.844
-17.42,-37.70,14.168
-18.95,-36.91,15.387
-17.99,-40.23,14.930
-19.33,-36.52,14.777
-18.76,-37.50,15.844
-16.84,-37.89,15.539
-17.42,-38.87,15.082
-17.80,-38.48,16.301
-17.42,-39.26,15.387
-17.04,-38.48,14.473
-17.04,-38.09,15.082
-18.18,-39.65,15.996
-18.38,-36.33,15.844
-17.23,-38.28,14.930
-18.76,-38.28,15.539
-20.10,-38.09,15.996
-17.99,-36.72,16.148
-17.80,-38.48,15.996
-17.61,-35.94,15.234
-16.65,-37.70,15.996
-17.23,-37.11,15.844
-17.80,-38.48,15.996
-19.33,-36.91,15.387
-19.14,-37.50,15.234
-17.99,-38.28,16.148
-17.23,-37.89,15.234
-17.42,-36.52,13.863
-17.99,-38.28,15.539
-18.38,-37.89,15.234
-17.61,-39.06,15.539
-18.38,-38.67,14.320
-17.23,-37.11,15.844
-17.99,-37.11,16.453
-18.57,-38.09,15.691
-18.95,-37.30,16.301
-17.99,-38.67,16.758
-17.42,-38.48,16.301
-17.80,-38.09,15.691
-17.42,-37.30,16.301
-18.95,-37.30,15.082
-18.95,-38.48,15.387
-18.38,-38.28,16.148
-17.23,-39.06,15.234
-17.61,-39.84,15.539
-18.18,-40.43,15.082
-19.52,-38.67,14.930
-19.14,-36.72,15.844
-18.38,-39.06,16.148
-16.84,-37.11,14.016
-19.14,-38.28,15.539
-17.99,-38.67,16.453
-16.46,-37.89,15.234
-18.95,-38.09,15.082
-19.14,-38.67,16.148
-17.04,-38.87,15.387
-17.99,-36.72,15.234
-17.42,-37.70,16.301
-18.38,-37.50,15.539
-16.65,-37.70,15.691
-17.42,-38.87,15.387
-17.99,-38.67,14.625
-16.84,-38.28,15.234
-18.57,-36.91,15.387
-17.80,-38.48,15.691
-18.76,-37.89,15.234
-17.80,-37.70,15.387
-17.04,-38.48,14.168
-18.38,-38.67,15.844
-18.38,-37.89,16.148
-17.23,-37.50,15.844
-18.57,-37.30,15.996
-16.27,-38.87,15.082
-18.57,-37.70,15.996
-19.14,-37.89,15.234
-18.95,-38.87,15.691
-16.65,-38.87,14.777
-17.99,-37.89,15.234
-17.04,-37.70,15.387
-16.84,-38.28,14.625
-20.48,-38.87,15.082
-19.33,-36.52,15.996
-18.57,-38.48,14.168
-17.42,-38.48,15.691
-17.99,-36.33,15.234
-17.42,-36.52,15.387
-16.84,-38.28,15.539
-17.42,-38.09,15.387
-19.33,-38.48,15.691
-18.38,-37.50,16.148
-19.52,-38.67,14.930
-16.84,-37.50,15.844
-18.76,-37.50,14.625
-18.95,-38.87,15.996
-18.18,-38.09,15.387
-16.84,-38.28,15.539
-18.57,-37.70,15.082
-18.38,-37.50,14.930
-17.80,-37.70,15.082
-18.38,-37.89,15.539
-17.23,-38.67,16.148
-17.99,-37.11,16.148
-18.57,-37.70,15.082
-18.18,-39.65,15.082
-17.61,-38.28,15.539
-16.84,-36.72,15.539
-18.76,-37.89,15.844
-18.38,-37.89,15.844
-18.18,-38.87,15.082
-18.18,-37.30,15.387
-18.57,-36.52,16.301
-18.76,-37.89,15.539
-17.42,-39.26,15.082
-17.61,-37.50,14.930
-18.76,-38.67,16.453
-17.23,-38.28,16.148
-18.38,-39.06,14.625
-17.80,-37.30,16.910
-17.61,-37.11,15.539
-19.52,-38.67,15.844
-17.61,-37.50,14.930
-18.76,-37.89,15.539
-18.18,-38.09,15.691
-17.42,-37.30,14.473
-18.76,-39.06,16.148
-17.04,-37.30,16.301
-17.04,-37.70,15.387
-18.57,-39.65,15.082
-17.04,-40.43,15.387
-17.42,-39.65,14.473
-17.80,-38.09,14.777
-19.14,-39.06,16.758
-18.38,-38.67,15.539
-18.18,-38.09,15.996
-17.61,-37.11,15.539
-17.80,-38.09,15.387
-18.95,-38.09,14.777
-17.04,-37.30,15.387
-18.18,-38.09,15.996
-17.04,-37.30,15.387
-17.61,-38.28,15.234
-19.33,-38.09,14.777
-16.84,-37.50,14.625
-18.38,-38.28,15.539
-18.76,-38.28,15.234
-16.84,-38.67,15.539
-18.95,-36.91,14.473
-17.42,-37.70,14.777
-17.80,-37.70,15.082
-17.61,-37.89,15.844
-16.08,-37.89,15.844
-18.76,-37.11,15.234
-17.04,-38.09,15.387
-18.38,-36.72,14.930
-18.18,-39.26,15.082
-17.23,-40.63,14.625
-18.38,-39.06,14.930
-18.18,-38.48,15.996
-17.80,-36.52,14.473
-19.14,-36.33,16.148
-18.18,-38.87,14.168
-17.42,-37.70,15.082
-18.76,-37.11,14.930
-19.33,-36.52,17.215
-18.38,-37.11,15.539
-17.23,-38.28,14.625
-18.57,-36.91,15.082
-17.04,-38.09,15.387
-17.80,-38.87,14.777
-17.61,-39.45,15.844
-18.95,-37.30,15.691
-18.95,-38.87,15.996
-19.14,-38.28,15.234
-18.95,-38.87,14.777
-17.99,-37.89,15.844
-17.61,-36.33,16.148
-19.14,-36.72,15.234
-18.76,-37.89,16.758
-17.80,-37.30,14.473
-18.95,-38.09,15.691
-17.61,-37.11,15.539
-18.18,-37.30,16.910
-19.33,-38.09,15.082
-16.84,-37.89,16.148
-18.57,-38.87,15.996
-17.99,-38.67,15.539
-17.42,-38.09,14.473
-18.18,-38.48,16.910
-18.38,-38.67,15.539
-18.76,-37.89,15.844
-17.99,-37.50,14.320
-18.76,-37.11,15.539
-17.99,-38.67,15.234
-18.38,-37.11,15.234
-19.14,-37.11,15.539
-16.84,-38.28,15.844
-18.18,-38.48,15.387
-19.33,-37.70,15.082
-17.61,-37.50,14.625
-18.38,-37.11,15.234
-18.95,-37.30,15.387
-17.61,-36.72,15.539
-17.61,-38.28,16.148
-17.61,-37.11,14.930
-17.42,-39.65,14.777
-17.04,-38.09,14.777
-18.57,-36.13,15.996
-18.18,-36.52,16.301
-17.61,-37.11,16.453
-18.95,-36.91,15.387
-17.61,-37.89,14.625
-19.52,-37.89,16.148
-19.14,-37.89,15.844
-18.95,-38.87,14.777
-18.95,-37.70,14.777
-18.38,-38.67,15.539
-18.18,-37.70,15.691
-17.99,-37.11,15.539
-19.14,-38.28,14.625
-18.95,-36.52,16.605
-18.18,-38.48,15.082
-17.80,-37.70,16.301
-16.65,-36.52,14.777
-17.61,-39.45,15.844
-16.84,-39.06,15.539
-18.38,-38.28,15.234
-17.99,-37.50,16.453
-18.18,-38.09,15.691
-18.18,-36.91,15.996
-18.76,-38.28,14.320
-17.99,-38.67,15.844
-17.80,-38.87,15.082
-16.65,-38.87,15.082
-18.38,-37.50,15.234
-18.76,-38.67,14.930
-18.38,-37.11,15.844
-17.42,-38.09,15.387
-17.80,-37.30,15.082
-17.99,-36.72,15.844
-18.76,-38.28,15.539
-18.95,-36.52,14.473
-18.18,-39.26,15.996
-18.18,-37.30,15.691
-17.80,-37.70,15.387
-17.61,-36.33,15.234
-18.18,-38.09,15.691
-17.42,-37.70,15.387
-19.71,-37.70,15.996
-18.95,-38.48,14.168
-17.99,-37.11,15.539
-18.95,-37.70,15.082
-19.14,-37.89,16.148
-18.18,-37.30,15.691
-17.99,-37.11,15.844
-18.38,-37.50,15.234
-18.18,-38.09,15.082
-19.52,-36.72,16.453
-17.42,-36.91,16.301
-17.42,-37.70,15.082
-18.18,-37.70,15.082
-19.14,-39.06,16.758
-16.84,-37.89,15.844
-18.57,-38.87,14.777
-17.42,-37.30,15.387
-17.61,-38.28,15.844
-16.27,-38.09,15.387
-18.38,-37.89,14.625
-18.38,-39.06,14.625
-19.14,-37.11,16.148
-18.57,-38.09,15.387
-18.38,-38.67,15.844
-17.61,-37.89,15.234
-17.61,-37.50,15.539
-20.29,-35.94,15.539
-17.80,-38.09,16.605
-18.57,-37.70,15.691
-18.38,-39.06,14.625
-18.38,-37.11,16.453
-18.18,-37.70,15.082
-17.42,-38.48,15.996
-18.76,-38.28,15.234
-18.18,-38.87,15.691
-18.38,-38.28,15.844
-16.65,-38.48,15.996
-16.84,-37.50,15.234
-18.57,-39.26,15.387
-16.65,-36.91,15.387
-18.57,-36.91,16.301
-19.91,-37.89,16.453
-17.80,-38.48,16.301
-18.18,-38.09,15.082
-19.52,-39.06,15.844
-17.80,-39.65,15.082
-18.76,-37.89,15.844
-17.42,-37.30,16.910
-18.76,-37.50,15.234
-18.38,-38.67,16.453
-18.76,-37.50,15.234
-19.14,-37.11,16.453
-17.80,-39.65,15.996
-17.42,-37.70,16.301
-17.23,-37.89,16.148
-17.99,-38.67,15.844
-19.14,-39.06,15.539
-17.80,-39.65,15.082
-19.14,-37.11,14.930
-17.61,-37.11,15.234
-17.04,-38.87,14.777
-18.76,-39.06,17.063
-15.89,-38.48,15.691
-17.80,-37.30,14.473
-18.57,-35.74,15.387
-17.42,-37.30,15.691
-18.18,-38.48,15.387
-17.42,-38.48,16.301
-17.42,-37.70,15.082
-17.23,-36.72,14.625
-15.89,-38.09,14.473
-18.38,-36.72,16.758
-19.71,-36.52,15.387
-18.18,-38.09,14.777
-18.18,-36.91,15.691
-18.76,-38.28,14.625
-19.33,-40.82,14.777
-17.80,-38.87,15.082
-18.18,-39.26,13.863
-17.04,-37.70,15.691
-17.04,-38.48,14.777
-17.04,-37.30,14.777
-17.99,-37.50,15.539
-17.42,-38.48,14.777
-17.23,-37.50,15.539
-16.27,-38.48,14.777
-17.99,-38.67,15.844
-17.04,-37.30,15.082
-18.18,-40.04,15.387
-18.95,-38.87,15.691
-18.38,-38.67,15.844
-18.18,-38.48,16.605
-16.84,-37.89,15.234
-17.99,-38.67,15.539
-18.76,-36.72,14.930
-17.04,-38.48,15.387
-18.76,-37.11,14.930
-18.76,-37.50,15.844
-17.99,-38.67,15.844
-17.80,-38.48,15.387
-17.42,-38.09,15.996
-17.80,-38.87,14.777
-18.38,-37.50,15.234
-18.95,-38.87,15.996
-16.46,-38.67,15.234
-18.18,-37.70,15.082
-18.76,-35.94,17.063
-18.18,-38.48,15.387
-18.18,-38.87,16.605
-17.80,-37.30,15.996
-17.42,-38.87,15.691
-17.99,-37.50,15.234
-18.95,-39.26,15.082
-17.80,-39.26,15.387
-18.18,-38.87,15.996
-18.95,-38.48,15.387
-17.80,-36.52,14.473
-18.57,-38.48,15.691
-19.33,-39.65,15.082
-17.61,-38.28,16.148
-19.71,-35.74,14.777
-14.93,-38.67,16.148
-17.04,-37.70,16.301
-18.76,-37.89,15.539
-17.42,-37.30,14.777
-17.42,-38.09,14.168
-18.76,-38.28,15.234
-19.71,-38.48,16.605
-17.99,-36.33,15.234
-17.42,-38.48,15.996
-18.95,-37.70,16.910
-18.95,-37.30,16.605
-19.91,-39.06,15.539
-19.14,-36.33,15.234
-18.76,-38.28,15.539
-18.38,-38.28,15.234
-18.38,-39.84,14.930
-17.80,-38.48,15.996
-18.18,-40.04,15.387
-17.04,-37.30,15.387
-17.42,-39.26,16.605
-17.80,-37.70,15.082
-19.14,-37.50,15.234
-17.99,-38.28,16.758
-18.57,-36.91,15.387
-17.23,-38.67,14.930
-16.08,-37.11,14.930
-18.76,-39.84,14.930
-19.71,-37.70,15.082
-17.04,-38.09,14.777
-18.38,-39.06,15.234
-18.38,-39.06,15.844
-19.71,-36.52,16.605
-17.99,-36.72,16.453
-17.61,-39.06,15.539
-17.42,-37.70,16.301
-17.42,-38.09,17.215
-17.80,-36.91,14.473
-18.38,-38.28,15.539
-18.38,-37.89,16.758
-17.61,-37.89,14.930
-17.42,-36.91,15.996
-17.61,-40.63,14.930
-17.61,-37.89,15.234
-18.18,-37.30,15.082
-19.33,-38.09,15.996
-17.42,-36.91,14.777
-17.80,-38.09,15.387
-18.18,-37.30,15.082
-17.80,-37.70,16.301
-18.38,-38.67,14.930
-17.42,-39.26,15.996
-16.84,-38.67,15.234
-17.61,-38.28,14.930
-18.38,-39.06,14.930
-17.61,-37.11,15.844
-18.76,-38.28,14.930
-18.38,-36.33,15.844
-19.33,-36.13,16.605
-18.38,-38.28,15.844
-19.52,-38.67,15.539
-18.38,-38.28,16.453
-17.23,-38.28,14.625
-18.76,-37.11,16.453
-16.65,-37.70,15.996
-18.57,-38.09,15.691
-18.57,-36.13,15.082
-17.04,-38.09,13.559
-17.23,-37.89,14.930
-16.84,-38.28,15.234
-19.33,-38.48,15.691
-18.95,-38.87,15.996
-17.99,-37.11,15.234
-18.57,-36.52,15.387
-18.18,-36.52,15.996
-17.42,-38.87,15.691
-17.42,-38.09,15.387
-17.23,-37.11,16.758
-17.23,-37.11,15.539
-19.33,-37.70,15.691
-19.14,-38.28,15.539
-17.99,-38.67,15.234
-18.57,-37.70,14.473
-17.04,-38.48,15.387
-17.80,-38.48,15.691
-17.61,-37.89,15.539
-18.18,-38.87,15.691
-18.76,-37.89,15.539
-17.61,-38.67,15.234
-17.99,-37.50,15.234
-18.57,-37.70,14.777
-18.38,-37.89,14.930
-18.76,-37.89,14.320
-19.33,-39.26,14.473
-17.99,-37.89,14.625
-19.14,-38.28,16.453
-18.38,-38.28,15.539
-18.38,-38.67,14.930
-17.23,-38.67,14.930
-17.80,-37.70,15.691
-17.61,-37.89,15.844
-18.38,-37.89,15.234
-17.04,-38.09,15.387
-16.65,-37.30,14.777
-18.38,-36.72,15.844
-17.61,-39.06,15.844
-18.38,-37.89,14.930
-18.57,-36.91,15.691
-18.38,-37.50,15.234
-16.65,-38.09,16.301
-18.57,-38.09,15.996
-17.04,-36.52,15.387
-16.46,-38.28,16.758
-16.84,-37.50,15.844
-17.99,-36.33,16.453
-18.38,-40.23,15.234
-19.14,-38.28,14.625
-17.61,-37.89,16.148
-19.14,-38.28,14.930
-18.18,-37.30,15.387
-18.76,-39.45,16.148
-17.04,-37.70,14.168
-19.33,-39.26,15.691
-17.80,-39.65,14.777
-18.57,-37.30,14.777
-17.61,-38.67,15.539
-18.95,-38.87,15.387
-19.33,-37.30,16.301
-17.04,-38.48,14.473
-18.57,-37.70,15.691
-18.38,-37.11,16.148
-18.95,-38.87,16.301
-19.52,-39.45,16.453
-16.84,-37.89,16.148
-17.99,-37.11,15.234
-17.99,-39.06,16.148
-18.18,-37.70,16.910
-17.61,-37.89,14.320
-17.23,-36.72,15.539
-16.84,-37.11,15.234
-18.57,-37.70,15.082
-17.23,-36.33,15.844
-17.99,-38.28,16.758
-18.57,-38.09,15.691
-18.18,-38.09,16.301
-17.61,-37.11,14.930
-17.99,-38.28,15.234
-17.80,-39.65,15.082
-18.18,-38.48,15.387
-17.99,-37.89,14.625
-17.42,-36.91,15.387
-16.84,-38.28,15.234
-18.76,-37.89,15.539
-18.57,-38.87,15.691
-19.33,-37.70,15.387
-18.76,-37.50,15.844
-18.95,-38.09,15.691
-17.99,-39.06,15.844
-18.95,-37.30,14.473
-17.23,-37.11,15.844
-18.57,-38.48,14.168
-19.14,-37.11,15.844
-17.23,-37.11,15.539
-17.42,-39.26,14.777
-19.33,-37.30,14.777
-18.76,-37.50,14.320
-18.38,-37.50,14.930
-17.42,-37.30,15.691
-18.57,-37.70,15.996
-17.23,-38.67,14.930
-18.38,-37.50,15.539
-18.18,-38.48,14.777
-17.80,-38.48,14.777
-19.33,-37.30,15.082
-16.84,-35.94,14.930
-18.18,-37.70,15.691
-17.99,-38.28,15.234
-18.18,-38.48,15.691
-17.61,-36.72,15.234
-19.71,-36.91,15.387
-18.95,-36.91,16.605
-17.61,-38.67,15.844
-18.57,-37.70,14.777
-17.99,-38.28,15.844
-17.42,-38.09,15.691
-17.23,-37.89,16.148
-17.99,-37.89,14.930
-18.76,-39.06,15.234
-18.18,-39.26,15.691
-17.80,-36.91,15.082
-18.95,-37.70,15.082
-17.80,-38.48,14.168
-17.80,-38.48,15.691
-18.18,-38.87,15.691
-19.33,-37.70,15.691
-16.08,-37.89,15.234
-17.99,-37.11,15.844
-19.33,-38.48,15.691
-18.76,-36.33,16.148
-18.18,-37.70,15.691
-16.46,-37.89,15.539
-17.99,-38.67,15.234
-18.18,-37.30,15.996
-18.38,-37.50,14.625
-18.95,-36.13,15.691
-18.57,-38.09,14.168
-17.23,-36.33,15.539
-18.57,-38.09,14.473
-17.23,-37.89,15.539
-18.95,-38.48,16.301
-17.42,-37.30,14.777
-17.23,-38.67,14.930
-15.12,-36.52,15.082
-13.02,-36.33,13.406
-10.14,-36.52,13.559
-6.89,-36.33,15.844
-5.55,-35.35,15.082
-5.93,-34.57,15.387
-4.79,-36.13,15.691
 0.00,-36.72,14.320
 4.21,-38.67,16.148
 7.66,-45.70,16.148
 8.42,-46.88,16.453
10.34,-45.70,15.844
 9.76,-47.46,14.777
10.53,-49.80,16.301
11.48,-56.25,17.063
12.06,-60.74,16.301
11.10,-61.72,17.672
11.10,-60.94,15.234
 7.66,-66.02,17.063
 7.08,-68.55,15.691
 5.74,-70.70,16.758
 6.89,-70.31,17.367
 4.40,-71.68,16.910
 0.38,-74.22,16.148
-1.53,-75.39,15.844
-1.15,-75.39,15.539
 0.57,-75.20,16.605
-7.85,-75.98,16.910
-11.68,-72.85,16.605
-14.16,-73.05,15.844
-13.78,-75.39,17.367
-15.31,-74.61,15.844
-17.04,-72.46,16.301
-18.76,-69.14,17.367
-17.61,-70.70,15.844
-20.10,-72.07,15.691
-15.12,-73.24,17.520
-9.19,-75.39,15.539
-8.23,-75.20,16.301
-8.23,-75.20,16.910
-4.98,-75.39,18.281
 3.64,-71.68,16.605
 7.85,-68.55,16.605
10.72,-64.45,17.063
10.72,-62.89,15.234
12.63,-62.11,16.148
13.02,-57.42,15.844
12.63,-50.00,15.234
10.14,-45.51,15.082
10.72,-44.92,15.234
 7.27,-40.63,15.234
 1.72,-38.87,15.387
 1.15,-37.11,14.930
 0.38,-36.72,14.930
-7.08,-35.74,15.996
-8.61,-36.13,14.777
-9.00,-34.96,15.387
-12.44,-36.13,14.777
-20.10,-40.43,15.387
-25.27,-44.14,15.234
-24.31,-45.51,15.691
-26.22,-48.63,15.996
-25.65,-56.64,16.148
-26.99,-62.70,15.387
-26.61,-62.70,16.605
-24.88,-63.67,16.453
-18.95,-73.63,15.996
-15.70,-75.78,18.281
-10.91,-75.20,16.910
-9.76,-75.98,16.910
-2.49,-75.98,17.824
-2.87,-75.59,16.301
